frame,blink,rubbing,head_tilt_state,head_tilt_angle,yawn,face_detected,pose_detected
682,1,False,0,3.2824855315836947,0,True,True
683,1,False,0,3.142163411829754,0,True,True
684,1,False,0,4.079566539288486,0,True,True
685,1,False,0,3.968912416205875,0,True,True
686,1,False,0,4.965971764853467,0,True,True
687,1,False,0,2.7687774696113627,0,True,True
688,1,False,0,3.5707695168647833,0,True,True
689,1,False,0,3.022712288340628,0,True,True
690,1,False,0,1.670244129807182,0,True,True
691,1,False,0,3.4813840697325134,0,True,True
692,1,False,0,1.947306372560889,0,True,True
693,1,False,0,5.710593137499642,0,True,True
694,1,False,0,4.666858371438996,0,True,True
695,1,False,0,5.458787749327772,0,True,True
696,1,False,0,4.4568293822421285,0,True,True
697,1,False,0,4.0444855741811025,0,True,True
698,1,False,0,5.011431603029213,0,True,True
699,1,False,0,4.354221063069611,0,True,True
700,1,False,0,3.576334374997351,0,True,True
701,1,False,0,4.7067038252283835,0,True,True
702,1,False,0,4.413735727030889,0,True,True
703,1,False,0,5.508949698216058,0,True,True
704,1,False,0,6.254032743916468,0,True,True
705,1,False,0,6.9343489012695585,0,True,True
706,1,False,0,4.893527055115314,0,True,True
707,1,False,0,4.682715502290781,0,True,True
708,1,False,0,5.341009212736233,0,True,True
709,1,False,0,4.301327342640804,0,True,True
710,1,False,0,4.092553314990997,0,True,True
711,1,False,0,3.2866430514739604,0,True,True
712,1,False,0,4.763641690726178,0,True,True
713,1,False,0,3.781640204574666,0,True,True
714,1,False,0,4.060114209175477,0,True,True
715,1,False,0,3.4863999355606246,0,True,True
716,1,False,0,0.946951446773465,0,True,True
717,1,False,0,4.085616779974877,0,True,True
718,1,False,0,4.425474912078862,0,True,True
719,1,False,0,3.4964138619505922,0,True,True
720,1,False,0,5.826342029555775,0,True,True
721,1,False,0,2.188582560403218,0,True,True
722,1,False,0,5.765664035105317,0,True,True
723,1,False,0,4.827344087697642,0,True,True
724,1,False,0,2.665476708311533,0,True,True
725,0,False,0,5.296306075463725,0,True,True
726,0,False,0,8.08569850395537,0,True,True
727,0,False,0,8.762752903328844,0,True,True
728,0,False,0,11.626980982306023,0,True,True
729,0,False,1,17.586755641698158,0,True,True
730,0,False,1,25.289660099639626,0,True,True
731,0,False,1,23.745140379377684,0,True,True
732,0,False,1,20.657019550241458,0,True,True
733,0,False,1,20.816019243678433,0,True,True
734,1,False,1,17.05951949043173,0,True,True
735,0,False,1,12.462416337344493,0,True,True
736,1,False,1,4.260214444944026,0,True,True
737,1,False,1,0.12401664509760865,0,True,True
738,0,False,1,2.489552921999156,0,True,True
739,0,False,0,1.0463819070981581,0,True,True
740,0,False,0,2.9984671396944584,0,True,True
741,0,False,0,7.7074857229649805,0,True,True
742,0,False,0,7.324336725939483,0,True,True
