frame,blink,perclos,rubbing,head_tilt_state,head_tilt_angle,yawn,face_detected,pose_detected
500,0,1,False,0,7.334378801416705,0,True,True
501,0,1,False,0,6.294946338484326,0,True,True
502,0,1,False,0,7.622035771052525,0,True,True
503,0,1,False,0,8.401828268590844,0,True,True
504,0,1,False,1,9.842499396515619,0,True,True
505,0,1,False,0,6.400218732342895,0,True,True
506,0,1,False,0,5.000644597558433,0,True,True
507,0,1,False,0,6.215635899702656,0,True,True
508,0,1,False,0,6.001713634826369,0,True,True
509,0,1,False,0,5.935171230951807,0,True,True
510,0,0,False,0,7.3569818002000025,0,True,True
511,0,0,False,0,6.499346279654567,0,True,True
512,0,0,False,0,7.232378708277655,0,True,True
513,0,0,False,0,4.886462037463644,0,True,True
514,0,0,False,0,10.791171986247443,0,True,True
515,0,0,False,1,9.739445945497241,0,True,True
516,0,0,False,1,14.774550275046582,0,True,True
517,0,0,False,1,11.806326716321538,0,True,True
518,0,0,False,1,11.200797787884431,0,True,True
519,0,0,False,1,9.622047185177612,0,True,True
520,0,0,False,1,7.312758773382666,0,True,True
521,0,0,False,1,4.596807529709468,0,True,True
522,0,0,False,0,5.076401604868892,0,True,True
