frame,blink,perclos,rubbing,head_tilt_state,head_tilt_angle,yawn,face_detected,pose_detected
1,0,0,False,0,2.1080953123570025,0,True,True
2,0,0,False,0,2.2647545482234266,0,True,True
3,0,0,False,0,4.274765357770672,0,True,True
4,0,0,False,0,3.319436350317081,0,True,True
5,0,0,False,0,3.319436350317081,0,True,True
6,0,0,False,0,0.0,0,True,True
7,0,0,False,0,0.7817652384330122,0,True,True
8,0,0,False,0,0.34240098075245734,0,True,True
9,0,0,False,0,3.7364593581782937,0,True,True
10,0,0,False,0,4.726303292940442,0,True,True
11,0,0,False,0,5.370023860360966,0,True,True
12,0,0,False,0,4.65072520788341,0,True,True
13,0,0,False,0,3.2262019974246376,0,True,True
14,0,0,False,0,1.2355997439174453,0,True,True
15,0,0,False,0,1.0891421698965145,0,True,True
16,0,0,False,0,0.48146580583835247,0,True,True
17,0,0,False,0,4.890912406323272,0,True,True
18,0,0,False,0,1.8705814102035574,0,True,True
19,0,0,False,0,3.241443982139301,0,True,True
20,0,0,False,0,5.880162525882606,0,True,True
21,0,0,False,0,8.185035970605453,0,True,True
22,0,0,False,0,7.594643368591445,0,True,True
23,0,0,False,0,10.848499930749677,0,True,True
24,0,0,False,0,6.977029300852666,0,True,True
25,0,0,False,0,7.781046222983524,0,True,True
26,0,0,False,0,6.257840700191223,0,True,True
27,0,0,False,0,9.114175054791222,0,True,True
28,0,0,False,0,8.694177598598344,0,True,True
29,0,0,False,0,7.514777544219855,0,True,True
30,0,0,False,0,8.45341932944845,0,True,True
31,0,0,False,0,8.488943880504717,0,True,True
32,0,0,False,0,6.299353706130486,0,True,True
33,0,0,False,0,7.170119288559222,0,True,True
34,0,0,False,0,5.852972085298409,0,True,True
35,0,0,False,0,6.640714173282136,0,True,True
36,0,0,False,0,9.16234704572171,0,True,True
37,0,0,False,0,6.581944655178011,0,True,True
38,0,0,False,0,4.705096977266242,0,True,True
39,0,0,False,0,1.8183029644518336,0,True,True
40,0,0,False,0,2.5781810211999088,0,True,True
41,0,0,False,0,2.3859440303888126,0,True,True
42,0,0,False,0,5.117314849972639,0,True,True
43,0,0,False,0,3.640338976650749,0,True,True
44,0,1,False,0,5.242630617770751,0,True,True
45,0,1,False,0,4.054245900765704,0,True,True
46,0,1,False,0,2.9445403600367843,0,True,True
47,0,1,False,0,3.9123125848958162,0,True,True
48,1,1,False,0,2.630422054193506,0,True,True
49,0,1,False,0,3.341319910539972,0,True,True
50,0,1,False,0,4.251777041900476,0,True,True
51,0,1,False,0,3.293326046586191,0,True,True
52,0,1,False,0,3.2952099528510614,0,True,True
