frame,blink,perclos,rubbing,head_tilt_state,head_tilt_angle,yawn,key_presses,active_keys,keyboard_burst,mouse_clicks,mouse_distance_px,mouse_speed_px_s,mouse_active,idle_ms,face_detected,pose_detected
874,0,0,False,0,7.512144103052749,0,0,1,0,0,0.0,0.0,0,14.454899999691406,True,True
875,0,0,False,0,8.11251077364855,0,0,0,0,0,0.0,0.0,0,129.4205999984115,True,True
876,0,0,False,0,7.296187369979531,0,0,0,0,0,0.0,0.0,0,242.5084999995306,True,True
877,0,0,False,0,8.024064635282185,0,0,0,0,0,0.0,0.0,0,358.80229999929725,True,True
878,0,0,False,0,6.173553981592484,0,0,0,0,0,0.0,0.0,0,465.58980000008887,True,True
879,0,0,False,0,7.692738486635246,0,0,0,0,0,0.0,0.0,0,571.0675999998784,True,True
880,0,0,False,0,7.0334164596949345,0,0,0,0,0,0.0,0.0,0,682.1636999993643,True,True
881,0,0,False,0,4.632183196785823,0,0,0,0,0,0.0,0.0,0,791.4442000001145,True,True
882,0,0,False,0,5.733841575871986,0,0,0,0,0,0.0,0.0,0,901.8729999988864,True,True
883,0,0,False,0,7.602594489760649,0,0,0,0,0,0.0,0.0,0,1009.5077999994828,True,True
884,0,0,False,0,6.1322224976793045,0,0,0,0,0,0.0,0.0,0,1132.3295000001963,True,True
885,0,0,False,0,5.406949370471565,0,0,0,0,0,0.0,0.0,0,1264.4413999987592,True,True
886,0,0,False,0,6.099188117302869,0,0,0,0,0,0.0,0.0,0,1385.2943000001687,True,True
887,0,0,False,0,4.005420562421434,0,0,0,0,0,0.0,0.0,0,1502.542899999753,True,True
888,0,0,False,0,4.913798762374737,0,0,0,0,0,0.0,0.0,0,1630.0443999989511,True,True
889,0,0,False,0,2.6942842898561006,0,0,0,0,0,0.0,0.0,0,1748.984500000006,True,True
890,0,0,False,0,3.439119778434979,0,0,0,0,0,0.0,0.0,0,1863.604000000123,True,True
891,0,0,False,0,0.39973151104871923,0,0,0,0,0,0.0,0.0,0,1999.2325999992318,True,True
892,0,0,False,0,1.4896254455428743,0,0,0,0,0,0.0,0.0,0,2119.7218999986944,True,True
893,0,1,False,0,2.8829634525395402,0,0,0,0,0,0.0,0.0,0,2234.8633000001428,True,True
894,0,1,False,0,3.840482473922857,0,0,0,0,0,0.0,0.0,0,2350.9106999990763,True,True
895,0,1,False,0,4.408942228124604,0,0,0,0,0,0.0,0.0,0,2465.8499999986816,True,True
896,0,1,False,0,3.428368558854966,0,0,0,0,0,0.0,0.0,0,2574.8110999993514,True,True
897,0,1,False,0,4.134671373736423,0,0,0,0,0,0.0,0.0,0,2698.2938000001013,True,True
898,0,1,False,0,3.3419438572611333,0,0,0,0,0,0.0,0.0,0,2811.5634999994654,True,True
899,0,1,False,0,3.682923423997034,0,0,0,0,0,0.0,0.0,0,2929.063799998403,True,True
900,0,1,False,0,4.696850448962478,0,0,0,0,0,35.84689665786984,297.6333127222351,1,0.0,True,True
901,0,0,False,0,7.425603515766057,0,0,0,0,0,614.0879415849166,5206.027798143591,1,0.0,True,True
902,0,0,False,0,7.4821970857744615,0,0,0,0,0,544.8715444946635,4010.829174872229,1,0.0,True,True
903,0,0,False,0,6.561523813304355,0,0,0,0,0,627.1275787270083,5298.6189110278065,1,0.0,True,True
904,0,0,False,0,6.370064412396587,0,0,0,0,0,424.85291572496004,3450.05526649818,1,0.0,True,True
905,0,0,False,0,6.837661825570447,0,0,0,0,0,299.8733065812961,2759.858990587804,1,0.0,True,True
906,0,0,False,0,6.556946498163389,0,0,0,0,0,324.211350819184,2990.962395816115,1,0.0,True,True
907,0,0,False,0,7.414630290974722,0,0,0,0,0,307.2474572718219,2858.0281467878663,1,0.0,True,True
908,0,0,False,0,7.26954014990229,0,0,0,0,0,408.72973955903916,3227.0702005321714,1,0.0,True,True
909,0,0,False,0,8.388688900560066,0,0,0,0,0,185.0108104949546,1668.3948769223045,1,0.0,True,True
910,0,0,False,0,8.510799605582744,0,0,0,0,0,353.63823322712153,2892.9829288725487,1,0.0,True,True
911,0,0,False,0,7.059102337700313,0,0,0,0,0,539.9083255516625,3839.6730144657117,1,0.0,True,True
912,0,0,False,0,6.847991132269835,0,0,0,0,0,534.4005988020597,4417.877493370323,1,0.0,True,True
913,0,0,False,0,6.883941560396732,0,0,0,0,0,388.40185375458753,3503.183911367284,1,0.0,True,True
914,0,0,False,0,7.6544778174638655,0,0,0,0,0,396.86899601757756,3721.217812016435,1,0.0,True,True
915,0,0,False,0,7.586171421364547,0,0,0,0,0,438.20657229210974,3553.113649194149,1,0.0,True,True
916,0,0,False,0,7.621071309297047,0,0,0,0,0,418.3168655457248,3674.713278043679,1,0.0,True,True
917,0,0,False,0,7.516441716269494,0,0,0,0,0,447.2694937059759,3636.0151312600237,1,0.0,True,True
918,0,0,False,0,8.426969021480673,0,0,0,0,0,256.82678987987214,2264.1256377296345,1,0.0,True,True
919,0,0,False,0,6.962475566460537,0,0,0,0,0,358.9540360547573,2911.3335619835048,1,0.0,True,True
920,0,0,False,0,7.042812991369281,0,0,0,0,0,363.6550563377333,2658.0659747668597,1,0.0,True,True
921,0,0,False,0,9.418899874911792,0,0,0,0,0,267.1347974338049,2098.4121969681414,1,0.0,True,True
922,0,0,False,0,7.305759533310827,0,0,0,0,0,264.78104161740885,2315.6855341239834,1,0.0,True,True
923,0,0,False,0,7.8257451664089,0,0,0,0,0,567.8741057664101,4638.07713794314,1,0.0,True,True
924,0,0,False,0,7.27222185304309,0,0,0,0,0,513.1909975827713,4384.452840126237,1,0.0,True,True
925,0,0,False,0,5.813250639317689,0,0,0,0,0,126.0634760745554,1098.417211674649,1,0.0,True,True
926,0,0,False,0,6.868445863423458,0,0,0,0,0,456.0975772792484,3729.3250897515168,1,0.0,True,True
927,0,0,False,0,6.962475566460537,0,0,0,0,0,523.6869293767031,4881.10961920027,1,0.0,True,True
928,0,0,False,0,8.259437979878806,0,0,0,0,0,324.0061727807049,2355.024631214939,1,0.0,True,True
929,0,0,False,0,4.9974573375548745,0,0,0,0,0,117.04699910719626,958.4863561156185,1,0.0,True,True
930,0,0,False,0,6.512423029287851,0,0,0,0,0,405.2307984346698,3560.5779299092537,1,0.0,True,True
931,0,0,False,0,6.962475566460537,0,0,0,0,0,316.07752213657966,2456.699799144927,1,0.0,True,True
932,0,0,False,0,7.8851695700690545,0,0,0,0,0,9.486832980505138,82.61640026275244,1,0.0,True,True
933,0,0,False,0,7.674479516893931,0,0,0,0,0,0.0,0.0,0,114.69560000114143,True,True
934,0,0,False,0,9.334998463138236,0,0,0,0,0,0.0,0.0,0,223.53920000023209,True,True
935,0,0,False,0,6.795260107792226,0,0,0,0,0,0.0,0.0,0,339.16360000148416,True,True
936,0,0,False,0,9.84901451111703,0,0,0,0,0,0.0,0.0,0,448.7427000003663,True,True
937,0,0,False,0,6.8730299383414675,0,0,0,0,0,0.0,0.0,0,560.341200000039,True,True
938,0,0,False,0,8.82478420910902,0,0,0,0,0,0.0,0.0,0,673.5091000009561,True,True
939,0,0,False,0,8.485043953375111,0,0,0,0,0,0.0,0.0,0,785.6557000013709,True,True
940,0,0,False,0,9.03363002442731,0,0,0,0,0,40.024992192379,378.1122083490368,1,0.0,True,True
941,0,0,False,0,6.6948280904805575,0,0,0,0,0,347.3859525081577,3035.2479804694144,1,0.0,True,True
942,0,0,False,0,9.593134262730338,0,0,0,0,0,232.22833591101667,2188.9644775749875,1,0.0,True,True
