frame,blink,perclos,rubbing,head_tilt_state,head_tilt_angle,yawn,key_presses,active_keys,keyboard_burst,mouse_clicks,mouse_distance_px,mouse_speed_px_s,mouse_active,idle_ms,face_detected,pose_detected
53,0,0,0,0,0.757168865058535,0,0,0,0,0,0.0,0.0,0,363.92720000003465,1,1
54,0,0,0,0,0.8606014898339364,0,0,0,0,0,0.0,0.0,0,482.3022000000492,1,1
55,0,0,0,0,0.2459031232707002,0,0,0,0,0,0.0,0.0,0,606.8245000005845,1,1
56,0,0,0,0,1.2562850289563277,0,0,0,0,0,0.0,0.0,0,722.9332000006252,1,1
57,0,0,0,0,0.6043634443972675,0,0,0,0,0,0.0,0.0,0,842.5796999999875,1,1
58,0,0,0,0,2.560300893908658,0,0,0,0,0,0.0,0.0,0,955.0503999998909,1,1
59,0,0,0,0,1.3887165895513243,0,0,0,0,0,0.0,0.0,0,1070.0998000011168,1,1
60,0,0,0,0,2.8118749094114457,0,0,0,0,0,0.0,0.0,0,1181.282999999894,1,1
61,0,0,0,0,1.6299278853841697,0,0,0,0,1,0.0,0.0,0,0.0,1,1
62,0,0,0,0,3.24406302962854,0,0,0,0,0,0.0,0.0,0,115.90360000082,1,1
63,0,0,0,0,4.5288242369325395,0,0,0,0,0,0.0,0.0,0,226.80159999981697,1,1
64,0,0,0,0,3.4752327767300955,0,0,0,0,0,0.0,0.0,0,332.1359000001394,1,1
65,0,0,0,0,4.842008240610737,0,0,0,0,0,0.0,0.0,0,441.3559999993595,1,1
66,0,0,0,0,4.201936358159631,0,0,0,0,0,0.0,0.0,0,552.7727999997296,1,1
67,0,0,0,0,4.461677610467185,0,0,0,0,0,0.0,0.0,0,663.5655999998562,1,1
68,0,0,0,0,5.757279441702225,0,0,0,0,0,0.0,0.0,0,771.8456000002334,1,1
69,0,0,0,0,5.535090992349555,0,0,0,0,0,0.0,0.0,0,932.4106000003667,1,1
70,0,0,0,0,6.002856362207086,0,0,0,0,0,0.0,0.0,0,1063.438600000154,1,1
71,0,0,0,0,5.279280055645682,0,0,0,0,0,0.0,0.0,0,1186.5433999992092,1,1
72,0,0,0,0,5.35582504285519,0,0,0,0,0,0.0,0.0,0,1328.1956999999238,1,1
73,0,0,0,0,5.3447548208934235,0,0,0,0,0,0.0,0.0,0,1443.409999999858,1,1
74,0,0,0,0,6.766174822553061,0,0,0,0,0,0.0,0.0,0,1554.054800000813,1,1
75,0,0,0,0,5.852972085298409,0,0,0,0,0,0.0,0.0,0,1670.3378000001976,1,1
76,0,0,0,0,6.052407145664704,0,0,0,0,0,0.0,0.0,0,1785.6759000005695,1,1
77,0,0,0,0,5.457553485104593,0,0,0,0,0,0.0,0.0,0,1896.463799999765,1,1
78,0,0,0,0,6.618646246451301,0,0,0,0,0,0.0,0.0,0,2005.9903999990638,1,1
79,0,0,0,0,6.976196477044811,0,0,0,0,0,0.0,0.0,0,2116.436199999953,1,1
80,0,0,0,0,5.769070132415844,0,0,0,0,0,0.0,0.0,0,2224.9785000003612,1,1
81,0,0,0,0,5.9839941596669375,0,0,0,0,0,0.0,0.0,0,2347.846299999219,1,1
82,0,0,0,0,7.0667297164010785,0,0,0,0,0,0.0,0.0,0,2458.3731000002444,1,1
83,0,0,0,0,7.743769033326078,0,0,0,0,0,0.0,0.0,0,2569.4378999996843,1,1
84,0,0,0,0,6.421848383517537,0,0,0,0,0,0.0,0.0,0,2682.0098999996844,1,1
85,0,0,0,0,6.838181300793929,0,0,0,0,0,0.0,0.0,0,2794.603199999983,1,1
86,0,0,0,0,6.182930165948259,0,0,0,0,0,0.0,0.0,0,2905.1753000003373,1,1
87,0,0,0,0,5.603985442536424,0,0,0,0,0,0.0,0.0,0,3019.8089000004984,1,1
88,0,0,0,0,7.155021991360622,0,0,0,0,0,0.0,0.0,0,3132.9585000003135,1,1
89,0,0,0,0,7.995526490035073,0,0,0,0,0,0.0,0.0,0,3279.2979999994714,1,1
90,0,0,0,0,5.462816393439307,0,0,0,0,0,0.0,0.0,0,3399.550399999498,1,1
91,0,0,0,0,6.660425651274908,0,0,0,0,0,0.0,0.0,0,3527.8204000005644,1,1
92,0,0,0,0,6.313933370336253,0,0,0,0,0,0.0,0.0,0,3638.659300000654,1,1
93,0,0,0,0,7.036483152024073,0,0,0,0,0,0.0,0.0,0,3748.6083999992843,1,1
94,0,0,0,0,5.889679174986849,0,0,0,0,0,0.0,0.0,0,3864.2075000007026,1,1
95,0,0,0,0,7.125016348901798,0,0,0,0,0,0.0,0.0,0,3974.335599999904,1,1
96,0,0,0,0,6.0724564072077,0,0,0,0,0,0.0,0.0,0,4089.790500000163,1,1
97,0,0,0,0,6.800230559660733,0,0,0,0,0,0.0,0.0,0,4200.084399999469,1,1
98,0,0,0,0,6.759983138612635,0,0,0,0,0,0.0,0.0,0,4315.9854000005,1,1
99,0,0,0,0,8.548312295653076,0,0,0,0,0,224.37691503361035,1977.0772464287468,1,0.0,1,1
100,0,1,0,0,6.652390250229588,0,0,0,0,0,235.73289969794203,1981.4982280571128,1,0.0,1,1
101,0,1,0,0,6.591082009300864,0,0,0,0,0,185.85209172887994,1502.3498291878457,1,0.0,1,1
102,0,1,0,0,6.4830736928972374,0,0,0,0,0,178.12635964393365,1539.781243747526,1,0.0,1,1
103,0,1,0,0,6.871430852478515,0,0,0,0,0,40.311288741492746,356.57045859720887,1,0.0,1,1
104,0,1,0,0,7.441897861116284,0,0,0,0,0,30.0,262.78492455410935,1,0.0,1,1
105,0,1,0,0,9.267836262821115,0,0,0,0,0,26.0,102.12386210452381,1,0.0,1,1
106,0,1,0,0,6.92946837263094,0,0,0,0,0,0.0,0.0,0,151.62289999898348,1,1
107,0,1,0,0,6.660425651274908,0,0,0,0,0,0.0,0.0,0,306.62130000018806,1,1
108,0,1,0,0,6.245711158616083,0,0,0,0,1,0.0,0.0,0,0.0,1,1
109,0,1,0,0,7.705696934794504,0,0,0,0,0,0.0,0.0,0,114.43580000013753,1,1
110,0,1,0,0,5.161098033360255,0,0,0,0,0,0.0,0.0,0,226.55430000122578,1,1
111,0,1,0,0,5.113519044915879,0,0,0,0,0,0.0,0.0,0,347.2434000013891,1,1
112,0,1,0,0,4.085616779974877,0,0,0,0,0,0.0,0.0,0,460.74810000027355,1,1
113,0,1,0,0,2.9482507219327045,0,0,0,0,0,0.0,0.0,0,578.4999000006792,1,1
114,0,1,0,0,1.900711065910037,0,0,0,0,0,47.70744176750625,429.19667066781614,1,0.0,1,1
115,0,1,0,0,0.7267573785417504,0,0,0,0,0,68.42514157822401,608.2845795088923,1,0.0,1,1
116,1,1,0,0,0.2382347165112572,0,0,0,0,0,9.848857801796104,88.42414215682403,1,0.0,1,1
117,0,1,0,0,1.955120822822897,0,0,0,0,0,0.0,0.0,0,114.09839999942051,1,1
118,0,1,0,0,2.9472794177037853,0,0,0,0,0,0.0,0.0,0,228.6076000000321,1,1
119,0,1,0,0,0.11103819337801372,0,0,0,0,0,0.0,0.0,0,372.20069999966654,1,1
120,0,1,0,0,1.7760442533587346,0,0,0,0,0,43.86342439892262,382.87901844567057,1,0.0,1,1
121,0,1,0,0,2.777096106925522,0,0,0,0,0,58.69412236331676,481.8351495983062,1,0.0,1,1
122,0,1,0,0,2.1171792722050498,0,0,0,0,0,18.027756377319946,154.00941067195293,1,0.0,1,1
123,0,1,0,0,2.3116021203660093,0,0,0,0,0,7.211102550927978,62.07557730438875,1,0.0,1,1
124,0,1,0,0,0.9746923845983659,0,0,0,0,0,1.0,8.528115491132146,1,0.0,1,1
125,0,1,0,0,2.82583456849104,0,0,0,0,0,0.0,0.0,0,105.42239999995218,1,1
126,0,1,0,0,3.0355691250555665,0,0,0,0,0,0.0,0.0,0,217.39600000000792,1,1
127,0,1,0,0,3.320982675861648,0,0,0,0,0,0.0,0.0,0,339.2129000003479,1,1
128,0,1,0,0,4.108707501258256,0,0,0,0,0,0.0,0.0,0,457.111800000348,1,1
129,0,1,0,0,3.9030203455249843,0,0,0,0,0,0.0,0.0,0,573.3803000002808,1,1
130,0,1,0,0,4.294783257022681,0,0,0,0,0,436.1112243453498,3811.651276914407,1,0.0,1,1
131,0,1,0,0,6.475526167756946,0,0,0,0,0,62.6418390534633,529.0557346371161,1,0.0,1,1
132,0,1,0,0,4.210498403302206,0,0,0,0,0,0.0,0.0,0,118.069000000105,1,1
133,0,1,0,0,2.815556684211228,0,0,0,0,0,0.0,0.0,0,230.7994000002509,1,1
134,0,1,0,0,4.361572645020596,0,0,0,0,0,0.0,0.0,0,346.61360000063723,1,1
135,0,1,0,0,2.7029440378147087,0,0,0,0,0,0.0,0.0,0,456.2356999995245,1,1
136,0,1,0,0,4.722406879915756,0,0,0,0,0,0.0,0.0,0,570.4160999994201,1,1
137,0,1,0,0,4.112228844718458,0,0,0,0,0,0.0,0.0,0,683.2986000008532,1,1
138,0,1,0,0,4.29229764774425,0,0,0,0,0,211.53250341259616,1673.7947239151006,1,0.0,1,1
139,0,1,0,0,2.613862030676561,0,0,0,0,0,346.70592726401435,2095.2708078497317,1,0.0,1,1
140,0,1,0,0,4.273500455338619,0,0,0,0,0,32.28002478313795,207.12119585460442,1,0.0,1,1
141,0,1,0,0,4.360520902459393,0,0,0,0,0,2.0,12.404016172391932,1,0.0,1,1
142,0,1,0,0,3.764034864905718,0,0,0,0,0,1.0,7.429878662658542,1,0.0,1,1
143,0,1,0,0,5.049658538723824,0,0,0,0,0,0.0,0.0,0,148.70239999982005,1,1
144,0,1,0,0,5.205634810097907,0,0,0,0,0,0.0,0.0,0,270.6261999992421,1,1
145,0,1,0,0,0.4696270196896474,0,0,0,0,0,33.1058907144937,195.88368777136637,1,0.0,1,1
146,0,1,0,0,1.939554117223181,0,0,0,0,0,13.601470508735444,90.80753560072866,1,0.0,1,1
147,0,1,0,0,0.0,0,0,0,0,0,0.0,0.0,0,114.24339999939548,1,1
148,0,1,0,0,0.5729386976834859,0,0,0,0,0,0.0,0.0,0,230.94590000073367,1,1
149,0,1,0,0,2.7758034487831305,0,0,0,0,0,0.0,0.0,0,340.48620000066876,1,1
150,0,1,0,0,4.389615115580596,0,0,0,0,0,0.0,0.0,0,453.3886999997776,1,1
151,0,1,0,0,5.663706258020569,0,0,0,0,0,0.0,0.0,0,573.5922999992908,1,1
152,0,1,0,0,4.569254719797718,0,0,0,0,0,0.0,0.0,0,685.3799000000436,1,1
153,0,1,0,0,4.517103713517607,0,0,0,0,0,0.0,0.0,0,795.513299999584,1,1
154,0,1,0,0,6.211031055066151,0,0,0,0,0,0.0,0.0,0,907.092499999635,1,1
155,0,1,0,0,6.772159966113561,0,0,0,0,0,0.0,0.0,0,1016.5300000007846,1,1
156,0,1,0,0,5.015149490672297,0,0,0,0,0,0.0,0.0,0,1131.9266999998945,1,1
157,0,1,0,0,6.5999169819138706,0,0,0,0,0,0.0,0.0,0,1243.9771999997902,1,1
158,0,1,0,0,3.253311900101621,0,0,0,0,0,0.0,0.0,0,1356.8255999998655,1,1
159,0,1,0,0,3.644489512771559,0,0,0,0,0,0.0,0.0,0,1468.8349000007292,1,1
160,0,1,0,0,4.258846122170349,0,0,0,0,0,0.0,0.0,0,1577.7894999991986,1,1
161,0,1,0,0,4.927109947649014,0,0,0,0,0,0.0,0.0,0,1693.750500000533,1,1
162,0,1,0,0,3.3737940538304425,0,0,0,0,0,94.92101980067429,661.5885468124318,1,0.0,1,1
163,0,1,0,0,2.7087481724946247,0,0,0,0,0,3.1622776601683795,28.611346544235662,1,0.0,1,1
164,0,1,0,0,3.6151895023063716,0,0,0,0,0,0.0,0.0,0,113.92110000087996,1,1
165,0,1,0,0,2.058370357193307,0,0,0,0,0,0.0,0.0,0,229.94130000006407,1,1
166,0,1,0,0,3.9492999409426917,0,0,0,0,1,0.0,0.0,0,0.0,1,1
