frame,blink,perclos,rubbing,head_tilt_state,head_tilt_angle,yawn,face_detected,pose_detected
1,0,0,False,0,7.9034887190254945,0,True,True
2,0,0,False,0,4.791049380342483,0,True,True
3,0,0,False,0,8.82826465397317,0,True,True
4,0,0,False,0,5.392472557648422,0,True,True
5,0,0,False,0,8.056044946652031,0,True,True
6,0,0,False,1,12.757532160876679,0,True,True
7,0,0,False,1,10.105036365037956,0,True,True
8,0,0,False,1,9.525948810980383,0,True,True
9,0,0,False,1,6.678274684886415,0,True,True
10,0,0,False,0,6.064922445447955,0,True,True
11,0,0,False,0,7.853313301978219,0,True,True
12,0,0,False,0,7.248081657222835,0,True,True
13,0,0,False,0,4.170436524842112,0,True,True
14,0,0,False,0,6.975636033944136,0,True,True
15,0,0,False,0,5.79085801076477,0,True,True
16,0,0,False,0,6.801314823981574,0,True,True
17,0,0,False,0,4.066938449906945,0,True,True
18,0,0,False,0,1.8734930135999257,0,True,True
19,0,0,False,0,2.7263109939062655,0,True,True
20,0,0,False,0,4.241443775033883,0,True,True
21,0,0,False,0,1.2160013935570873,0,True,True
22,0,0,False,0,4.492581479915314,0,True,True
23,0,0,False,0,3.484433961734197,0,True,True
24,0,0,False,0,4.085616779974877,0,True,True
25,0,0,False,0,2.5574169555849537,0,True,True
26,0,0,False,0,5.0344883453651725,0,True,True
27,0,0,False,0,5.65830405366989,0,True,True
28,0,0,False,0,2.2640029211587946,0,True,True
29,0,0,False,0,3.786112035381586,0,True,True
30,1,1,False,0,5.697430771658805,0,True,True
31,1,1,False,0,1.7438293449024447,0,True,True
32,1,1,False,0,2.590801985195112,0,True,True
33,1,1,False,0,3.555554958773561,0,True,True
34,1,1,False,0,1.8328395059420592,0,True,True
35,1,1,False,0,3.314585820643489,0,True,True
36,1,1,False,0,2.480187806111148,0,True,True
37,1,1,False,0,1.0212069919678501,0,True,True
38,1,1,False,0,0.7011371268805687,0,True,True
39,1,1,False,0,0.9911775750107856,0,True,True
40,1,1,False,0,1.463798463698946,0,True,True
41,1,1,False,0,3.023033530453427,0,True,True
42,1,1,False,0,4.566014031202362,0,True,True
43,1,1,False,0,9.120169068632247,0,True,True
44,1,1,False,0,6.916837202186336,0,True,True
45,1,1,False,0,6.835035967774116,0,True,True
46,1,1,False,0,0.48472430269343314,0,True,True
47,1,1,False,0,2.959179941688803,0,True,True
48,1,1,False,0,7.5427181553872185,0,True,True
49,1,1,False,0,9.317086069126223,0,True,True
50,1,1,False,0,6.500752897863428,0,True,True
51,1,1,False,0,10.120406990015809,0,True,True
52,1,1,False,0,5.833162684995134,0,True,True
53,1,1,False,0,4.289153328819018,0,True,True
54,1,1,False,0,4.682345510753349,0,True,True
55,1,1,False,0,4.9142797989002025,0,True,True
56,1,1,False,0,4.851116095301557,0,True,True
57,1,1,False,0,3.3664606634298013,0,True,True
58,1,1,False,0,2.4708928413975126,0,True,True
59,1,1,False,0,3.8140748342903543,0,True,True
60,1,1,False,0,3.448682169377085,0,True,True
61,1,1,False,0,1.8986123706588542,0,True,True
62,1,1,False,0,0.5189693171288053,0,True,True
63,0,0,False,0,0.720016775373243,0,True,True
64,0,0,False,0,1.068827111849995,0,True,True
65,0,0,False,0,3.6473856524568666,0,True,True
66,0,0,False,0,1.169139327907419,0,True,True
67,0,0,False,0,3.6913859864512757,0,True,True
68,0,0,False,0,4.136090218258769,0,True,True
69,0,0,False,0,4.56900274506076,0,True,True
70,0,0,False,0,6.993032447309418,0,True,True
71,0,0,False,0,11.104898750573698,0,True,True
72,1,1,False,0,14.036243467926479,0,True,True
73,1,1,False,1,15.430468666732231,0,True,True
74,1,1,False,1,17.066368015968884,0,True,True
75,0,0,False,1,16.16974569819608,0,True,True
76,0,0,False,1,16.534837857345156,0,True,True
77,0,0,False,1,15.72002788509387,0,True,True
78,0,0,False,1,16.361077455346305,0,True,True
79,1,1,False,1,15.72002788509387,0,True,True
80,1,1,False,1,15.807084088687985,0,True,True
81,1,1,False,1,15.34527721166997,0,True,True
82,1,1,False,1,15.333284793053549,0,True,True
83,1,1,False,1,15.524110996754258,0,True,True
84,1,1,False,1,14.782726042615677,0,True,True
85,1,1,False,1,15.455999070312142,0,True,True
86,1,1,False,1,15.482481714048339,0,True,True
87,1,1,False,1,13.846208411826531,0,True,True
88,1,1,False,1,15.877044272729828,0,True,True
89,1,1,False,1,14.717566568058123,0,True,True
90,1,1,False,1,15.689992929083873,0,True,True
91,1,1,False,1,15.166733459610056,0,True,True
92,0,0,False,1,15.76718254247568,0,True,True
93,0,0,False,1,14.588918732874635,0,True,True
94,0,0,False,1,15.716354951942087,0,True,True
95,0,0,False,1,15.716354951942087,0,True,True
96,0,0,False,1,15.461217740441903,0,True,True
